AA_CATEGORY,AA_URI,AA_URL,class,A_RowId,LEMMATIZEDSENTENCE,RAWSENTENCE
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-newsletter-signup,http:||engineering.unl.edu|civil|civil-newsletter-signup|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-newsletter-signup)NoneSome(http:||engineering.unl.edu|civil|civil-newsletter-signup|)None,University NebraskaUNL web framework quality assurance provide web Developer Network QA Test University NebraskaLincoln part site work best JavaScript enable.,University of NebraskaUniversity of NebraskaUNL web framework and quality assurance provided by the Web Developer Network QA Test 2018 University of NebraskaLincoln Some parts of this site work best with JavaScript enabled.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-redline-newsletter,http:||engineering.unl.edu|civil|civil-redline-newsletter|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-redline-newsletter)NoneSome(http:||engineering.unl.edu|civil|civil-redline-newsletter|)None,University NebraskaUNL web framework quality assurance provide web Developer Network QA Test University NebraskaLincoln part site work best JavaScript enable.,University of NebraskaUniversity of NebraskaUNL web framework and quality assurance provided by the Web Developer Network QA Test 2018 University of NebraskaLincoln Some parts of this site work best with JavaScript enabled.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-research-areas,http:||engineering.unl.edu|civil|civil-research-areas|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-research-areas)NoneSome(http:||engineering.unl.edu|civil|civil-research-areas|)None,Dual ms civil Engineering Community Regional Planning.,Dual MS in Civil Engineering and Community and Regional Planning.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-student-organizations,http:||engineering.unl.edu|civil|civil-student-organizations|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-student-organizations)NoneSome(http:||engineering.unl.edu|civil|civil-student-organizations|)None,Dual ms civil Engineering Community Regional Planning.,Dual MS in Civil Engineering and Community and Regional Planning.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-student-research-opportunities,http:||engineering.unl.edu|civil|civil-student-research-opportunities|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-student-research-opportunities)NoneSome(http:||engineering.unl.edu|civil|civil-student-research-opportunities|)None,Civil Student Research College Engineering University NebraskaB.,Civil - Student Research Opportunities- College of Engineering- University of NebraskaUniversity of NebraskaB.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-student-resources,http:||engineering.unl.edu|civil|civil-student-resources|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-student-resources)NoneSome(http:||engineering.unl.edu|civil|civil-student-resources|)None,Accreditation assure program have meet quality standard set lead professional organization American Society civil engineer.,Accreditation assures that our program has met quality standards set by the leading professional organization- the American Society of Civil Engineers.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-undergraduate-advisors,http:||engineering.unl.edu|civil|civil-undergraduate-advisors|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-undergraduate-advisors)NoneSome(http:||engineering.unl.edu|civil|civil-undergraduate-advisors|)None,Civil civil Engineering.,Edu SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| civil civil-undergraduate-advisors|[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| Civil Engineering.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|civil-undergraduate-student-resources,http:||engineering.unl.edu|civil|civil-undergraduate-student-resources|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|civil-undergraduate-student-resources)NoneSome(http:||engineering.unl.edu|civil|civil-undergraduate-student-resources|)None,Opentags http engineering.,COLLEGE_ANALYSIS_CONFIGURATION_COLLEGE_DIPLOMA_LEVEL|[OPENTAGS]||[SPIDERTAG_FULLURL_OPEN]|http: engineering.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|dual-ms-civil-engineering-and-community-and-regional-planning,http:||engineering.unl.edu|civil|dual-ms-civil-engineering-and-community-and-regional-planning|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|dual-ms-civil-engineering-and-community-and-regional-planning)NoneSome(http:||engineering.unl.edu|civil|dual-ms-civil-engineering-and-community-and-regional-planning|)None,Opentags http engineering.,COLLEGE_ANALYSIS_CONFIGURATION_COLLEGE_DIPLOMA_LEVEL|[OPENTAGS]||[SPIDERTAG_FULLURL_OPEN]|http: engineering.
Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|civil|faculty-student-awards,http:||engineering.unl.edu|civil|faculty-student-awards|,,Some(Civil Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|civil|faculty-student-awards)NoneSome(http:||engineering.unl.edu|civil|faculty-student-awards|)None,Shelly Jorgensen TMS best paper Undergraduate.,"Shelly Jorgensen 	TMS Best Paper - Undergraduate."
College of Engineering | University of Nebraskaâ€“Lincoln,|current-students,http:||engineering.unl.edu|current-students|,,Some(College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|current-students)NoneSome(http:||engineering.unl.edu|current-students|)None,Engineering Student Services ESS Phone.,Engineering Student Services (ESS) Phone: (402) 472-3160.
College of Engineering | University of Nebraskaâ€“Lincoln,|durhamschool,http:||engineering.unl.edu|durhamschool|,,Some(College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|durhamschool)NoneSome(http:||engineering.unl.edu|durhamschool|)None,Durham School Architectural Engineering Construction College Engineering University NebraskaM.,Durham School of Architectural Engineering and Construction- College of Engineering- University of NebraskaUniversity of NebraskaM.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece,http:||engineering.unl.edu|ece,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece)NoneSome(http:||engineering.unl.edu|ece)None,Engineering faculty staff receive parent article feature Curt Tomasevicz more electrical COMPUTER ENGINEERING NEWS Undergraduate Degrees master degree.,Ph. D. Eleven Engineering faculty and staff receive Parents' TeamUSA_org article features Curt Tomasevicz'MORE ELECTRICAL and COMPUTER ENGINEERING NEWS Undergraduate Degrees (B. S. )Master's Degrees.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-about-us,http:||engineering.unl.edu|ece|ece-about-us|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-about-us)NoneSome(http:||engineering.unl.edu|ece|ece-about-us|)None,Fall College Engineering merge department electrical Engineering base Lincoln campus computer Electronics Engineering base Omaha campus electrical Computer Engineering ECE Department.,In fall 2014- the College of Engineering merged the departments of Electrical Engineering (based on the Lincoln campus) and Computer and Electronics Engineering (based on the Omaha campus) into the Electrical and Computer Engineering (ECE) Department.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-bachelor-science-computer-engineering,http:||engineering.unl.edu|ece|ece-bachelor-science-computer-engineering|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-bachelor-science-computer-engineering)NoneSome(http:||engineering.unl.edu|ece|ece-bachelor-science-computer-engineering|)None,Relevant curriculum emphasis hands-on laboratory experience.,Relevant curriculum with emphasis on hands-on laboratory experience.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-current-students,http:||engineering.unl.edu|ece|ece-current-students|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-current-students)NoneSome(http:||engineering.unl.edu|ece|ece-current-students|)None,Opentags http engineering.,COLLEGE_ANALYSIS_CONFIGURATION_COLLEGE_DIPLOMA_LEVEL|[OPENTAGS]||[SPIDERTAG_FULLURL_OPEN]|http: engineering.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-editing,http:||engineering.unl.edu|ece|ece-editing|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-editing)NoneSome(http:||engineering.unl.edu|ece|ece-editing|)None,Be available online UNL.,It is available online through UNL Libraries.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-editing,http:||engineering.unl.edu|ece|ece-editing|#maincontent,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-editing)NoneSome(http:||engineering.unl.edu|ece|ece-editing|#maincontent)None,Form template UNL funding agency form template UNL funding agency.,Forms and templates (both UNL and funding agencies)Forms and templates (both UNL and funding agencies).
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-faculty-and-staff,http:||engineering.unl.edu|ece|ece-faculty-and-staff|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-faculty-and-staff)NoneSome(http:||engineering.unl.edu|ece|ece-faculty-and-staff|)None,Peter Kiewit Institute.,200 Peter Kiewit Institute.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-graduate-students,http:||engineering.unl.edu|ece|ece-graduate-students|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-graduate-students)NoneSome(http:||engineering.unl.edu|ece|ece-graduate-students|)None,Peter Kiewit Institute.,200 Peter Kiewit Institute.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-labs-and-facilities,http:||engineering.unl.edu|ece|ece-labs-and-facilities|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-labs-and-facilities)NoneSome(http:||engineering.unl.edu|ece|ece-labs-and-facilities|)None,Integrate circuit system research network workstation be maintain VLSI CAD software include Mentor Graphics Hspice Xilinx placement route tool Tanner.,For integrated circuits and systems research- a network of workstations is maintained with VLSI CAD software that includes Mentor Graphics- Hspice- Xilinx placement and routing tools- and Tanner.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-ms-telecommunications-engineering,http:||engineering.unl.edu|ece|ece-ms-telecommunications-engineering|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-ms-telecommunications-engineering)NoneSome(http:||engineering.unl.edu|ece|ece-ms-telecommunications-engineering|)None,Remain hour minimum hour formal course work be take least credit hour graduate-only course.,Of the remaining hours- a minimum of 24 hours of formal course work must be taken with at least 9 credit hours in graduate-only courses.
Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln,|ece|ece-news-archives,http:||engineering.unl.edu|ece|ece-news-archives|,,Some(Electrical & Computer Engineering | College of Engineering | University of Nebraskaâ€“Lincoln)NoneSome(|ece|ece-news-archives)NoneSome(http:||engineering.unl.edu|ece|ece-news-archives|)None,Christos Argyropoulos assistant professor electrical computer engineering.,For Christos Argyropoulos- assistant professor of electrical and computer engineering.
